US Females T-20		US Females T+20		Hadza T-20		Hadza T+20		Type II T-20		Type II T+20
0.3810313		0.4928789		0.3918632		0.4850027		0.4629324		0.4812558
0.3804645		0.4928607		0.3915283		0.4849496		0.4628337		0.4811811
0.3798506		0.4928423		0.3911646		0.4849081		0.4626111		0.481114
0.3795842		0.492823		0.3911701		0.4848788		0.4625648		0.4810467
0.3793292		0.4928037		0.3911083		0.4848543		0.4624301		0.4809966
0.3788056		0.4927819		0.391141		0.4848476		0.4622577		0.4809496
0.3781042		0.4927603		0.3908154		0.4848487		0.462175		0.4808983
0.3776293		0.4927384		0.390633		0.4848645		0.4620933		0.4808546
0.3773264		0.4927165		0.390602		0.4848956		0.4620014		0.4808279
0.3769972		0.4926951		0.3906581		0.4849352		0.4619108		0.4807864
0.3766104		0.4926746		0.3907732		0.4849852		0.4619268		0.4807662
0.3761356		0.4926549		0.3904466		0.4850307		0.4618119		0.480744
0.3760706		0.4926356		0.3903425		0.4850841		0.4617781		0.4807235
0.3757865		0.4926173		0.3899659		0.4851391		0.4616138		0.4807078
0.3755513		0.4926009		0.3899057		0.4851784		0.461475		0.4806969
0.375308		0.4925854		0.3894715		0.4852137		0.4612765		0.480681
0.3750537		0.4925701		0.3891336		0.4852394		0.4611886		0.480672
0.3745932		0.4925559		0.3888358		0.4852475		0.4610607		0.4806597
0.3741682		0.4925431		0.3888234		0.485247		0.460899		0.4806398
0.3737872		0.4925302		0.3884505		0.485235		0.4608672		0.4806222
0.3734127		0.492518		0.3883426		0.4852138		0.46082			0.4805834
0.3729417		0.4925049		0.3883738		0.4851846		0.4608082		0.4805474
0.3724804		0.4924937		0.3882751		0.4851536		0.4606498		0.4804958
0.3719224		0.4924803		0.3882193		0.4851175		0.4606941		0.4804439
0.371479		0.4924677		0.3878517		0.4850714		0.4604671		0.4803737
0.3710709		0.4924534		0.3879473		0.4850271		0.4604026		0.480301
0.3705727		0.4924387		0.3877168		0.4849942		0.4601691		0.4802278
0.3699618		0.4924223		0.3871767		0.4849579		0.4601718		0.4801406
0.3694371		0.4924054		0.3866427		0.48493			0.4600218		0.4800507
0.3690062		0.4923878		0.3863242		0.4849049		0.4600258		0.4799509
0.3683778		0.4923695		0.3860047		0.4848727		0.4598484		0.4798474
0.3677761		0.4923504		0.3861414		0.4848454		0.4596809		0.4797432
0.3671986		0.4923311		0.3855149		0.4848225		0.4596437		0.4796303
0.3665104		0.4923119		0.3851582		0.4848049		0.459687		0.4795019
0.3659358		0.4922931		0.3852906		0.4847902		0.4596136		0.4793629
0.365554		0.4922751		0.3850515		0.4847705		0.4594037		0.4792145
0.3654578		0.492257		0.3848149		0.4847478		0.459404		0.4790927
0.3652193		0.4922397		0.3841912		0.4847197		0.4592471		0.47895
0.364769		0.4922226		0.3838059		0.4846856		0.4592366		0.4788072
0.3642762		0.4922057		0.3836707		0.4846467		0.4591536		0.4786647
0.364039		0.4921887		0.3836388		0.4846014		0.4590844		0.4785247
0.363764		0.4921721		0.3830868		0.4845504		0.458835		0.4783728
0.363599		0.4921558		0.3834008		0.4844919		0.4588971		0.4782187
0.3633471		0.4921379		0.3832612		0.4844213		0.4586663		0.4780585
0.3631999		0.4921202		0.383382		0.4843469		0.4586895		0.4779063
0.3630438		0.4921013		0.3830067		0.4842633		0.4585186		0.4777547
0.3626605		0.4920821		0.3828437		0.4841869		0.4585415		0.4776065
0.3621108		0.4920625		0.3823034		0.4841135		0.4585322		0.4774847
0.3617243		0.4920422		0.3819434		0.4840386		0.4585317		0.4773614
0.3614067		0.4920209		0.3816959		0.4839686		0.4584362		0.4772579
0.3611322		0.4919984		0.3818271		0.4839038		0.4584265		0.4771667
0.3609796		0.491976		0.3816499		0.4838434		0.4583872		0.4771162
0.3607706		0.4919534		0.3814904		0.4837915		0.4582449		0.4770839
0.3606605		0.4919313		0.3815597		0.4837552		0.4581519		0.477055
0.3600817		0.4919086		0.3815306		0.4837184		0.4580252		0.4770535
0.3595623		0.4918864		0.3810119		0.4836924		0.4579497		0.4770619
0.3591658		0.4918639		0.380548		0.4836749		0.4579346		0.4770743
0.3587812		0.4918426		0.3802844		0.4836518		0.4578568		0.4770815
0.3584516		0.4918208		0.3797105		0.4836399		0.4576461		0.4770729
0.3581531		0.4918001		0.3794629		0.4836276		0.4576554		0.4770705
0.3578988		0.4917808		0.3793316		0.4836119		0.4573939		0.4770561
0.3574319		0.4917624		0.3789194		0.4835967		0.4573382		0.4770293
0.3569119		0.4917452		0.3789567		0.4835817		0.4574345		0.4769929
0.3564197		0.4917292		0.3784726		0.4835596		0.4573829		0.4769303
0.3559162		0.4917147		0.3781713		0.4835363		0.4572628		0.4768724
0.3556702		0.491701		0.3780783		0.4835144		0.4572663		0.4768102
0.3552481		0.4916878		0.3773933		0.4834814		0.4571448		0.4767554
0.3548195		0.4916744		0.3769382		0.4834517		0.4568949		0.4766841
0.3547783		0.491661		0.3764741		0.4834231		0.4569322		0.4766133
0.3545197		0.4916468		0.376332		0.4833857		0.456823		0.4765556
0.3540875		0.4916324		0.3765743		0.4833548		0.4566898		0.4764989
0.3537364		0.4916173		0.3766047		0.4833236		0.4567052		0.4764417
0.3534893		0.4916			0.3759623		0.48329			0.4567152		0.4763877
0.3533341		0.4915826		0.3755759		0.483256		0.4567955		0.4763327
0.3529316		0.4915612		0.375461		0.483226		0.4564544		0.4762787
0.3526044		0.4915394		0.3755487		0.4831932		0.4564887		0.4762112
0.3523456		0.491516		0.3751404		0.4831597		0.4563108		0.4761363
0.3519896		0.4914923		0.3750609		0.4831296		0.456329		0.4760516
0.35157			0.4914678		0.3752584		0.4830934		0.4561982		0.4759463
0.3512045		0.4914412		0.3752229		0.4830516		0.4561322		0.4758393
0.35106			0.4914138		0.3753436		0.4830032		0.4561416		0.4756978
0.3507019		0.4913861		0.3750252		0.4829455		0.456068		0.4755577
0.3503081		0.4913572		0.3742754		0.48288			0.4560946		0.4754145
0.3499094		0.4913301		0.3736623		0.4828069		0.4559141		0.475264
0.349508		0.4913026		0.3736146		0.4827222		0.4557476		0.4751055
0.349329		0.491276		0.3734729		0.4826279		0.4556561		0.4749377
0.3491353		0.4912498		0.3737612		0.4825233		0.4554875		0.4747848
0.348883		0.491225		0.3735238		0.4824135		0.4551911		0.47464
0.3486555		0.4911999		0.3731466		0.4822949		0.4550662		0.474505
0.3482862		0.4911759		0.3730214		0.4821788		0.4547431		0.474392
0.3479431		0.4911523		0.3730683		0.4820611		0.454765		0.4742934
0.347963		0.4911297		0.3733774		0.4819427		0.4546081		0.4742061
0.3478525		0.4911072		0.3726851		0.4818305		0.4545652		0.4741366
0.3478313		0.4910854		0.3723173		0.4817292		0.4546944		0.474089
0.3477083		0.4910641		0.372002		0.4816406		0.4545825		0.4740544
0.3473497		0.4910441		0.371687		0.4815783		0.4545457		0.4740329
0.3472346		0.4910238		0.3715581		0.4815344		0.4545924		0.4740181
0.3471833		0.4910034		0.3715701		0.4815037		0.4544341		0.4740127
0.3469553		0.4909829		0.371148		0.4814915		0.4543339		0.4740212
0.3466385		0.4909627		0.3704405		0.4815042		0.4543167		0.4740194
0.3463981		0.4909432		0.3697591		0.4815292		0.454471		0.4740238
0.3460874		0.4909224		0.3700492		0.4815713		0.4546293		0.4740201
0.3457661		0.4909032		0.3702641		0.4816226		0.4545994		0.4740177
0.3455489		0.4908842		0.37015			0.4816681		0.4544284		0.4740016
0.3453677		0.4908671		0.3705542		0.4817095		0.4543793		0.473955
0.3452162		0.4908507		0.3704579		0.4817473		0.4544921		0.4739077
0.3449792		0.4908349		0.3706452		0.4817759		0.4543958		0.4738493
0.3448287		0.4908204		0.370085		0.4817962		0.4541541		0.4737798
0.3444725		0.4908062		0.3696864		0.4818033		0.4540127		0.4737054
0.3440578		0.4907946		0.3696744		0.4817927		0.4541082		0.4736312
0.3437086		0.4907845		0.3696672		0.4817715		0.4539778		0.4735456
0.3434557		0.4907732		0.369333		0.4817444		0.4539293		0.4734526
0.3432698		0.4907636		0.3694079		0.4817077		0.4539259		0.4733462
0.3431119		0.4907552		0.36922			0.4816608		0.4537886		0.4732379
0.3428636		0.490748		0.3691484		0.4816063		0.4536			0.4731283
0.3425065		0.4907419		0.3696174		0.481555		0.453685		0.4730085
0.342255		0.490735		0.3698646		0.4815018		0.4533803		0.4728711
0.3420646		0.4907295		0.3698144		0.481452		0.4533717		0.472738
0.3416494		0.4907251		0.3699962		0.481406		0.4534244		0.4725936
0.3411075		0.4907192		0.369906		0.4813569		0.4534892		0.4724389
0.340845		0.4907135		0.369739		0.4813052		0.453333		0.4722755
0.3405008		0.4907085		0.3693841		0.4812655		0.4531851		0.4721065
0.3400523		0.4907047		0.369245		0.4812252		0.4530848		0.4719428
0.3397515		0.4906983		0.3688205		0.4811898		0.4530365		0.4717703
0.3394337		0.4906923		0.3682402		0.4811558		0.4531551		0.4715891
0.3391038		0.4906856		0.3675041		0.4811203		0.4531441		0.4713899
0.3388282		0.4906787		0.366811		0.4810864		0.4530052		0.4711879
0.338506		0.4906708		0.3668667		0.4810519		0.4528741		0.4709937
0.338239		0.4906628		0.3669618		0.4810263		0.452922		0.4707888
0.3380989		0.4906538		0.3665259		0.4809991		0.4527975		0.4705912
0.3378198		0.4906451		0.3662332		0.4809627		0.4525484		0.4703994
0.3373334		0.4906362		0.3665916		0.4809377		0.4525618		0.4702291
0.3371137		0.4906262		0.3666104		0.4809119		0.4524999		0.4700758
0.3367608		0.4906153		0.366337		0.4808938		0.4524235		0.46993
0.3364405		0.4906056		0.3660696		0.4808826		0.4523325		0.4697998
0.3361194		0.4905938		0.3660915		0.48087			0.4523363		0.4696943
0.3356711		0.4905833		0.3659683		0.4808661		0.4521801		0.4696194
0.3352755		0.4905725		0.3654521		0.4808616		0.452041		0.46958
0.3351253		0.4905603		0.3656254		0.4808635		0.4520728		0.469571
0.3349262		0.4905487		0.3657823		0.4808641		0.4519685		0.4695841
0.3346502		0.4905358		0.3652207		0.4808656		0.4518096		0.4696135
0.3344244		0.4905232		0.364725		0.4808649		0.4516589		0.4696507
0.3341029		0.4905116		0.36404			0.4808548		0.4515021		0.469713
0.3336826		0.4904996		0.3645606		0.480847		0.4514551		0.4697766
0.3332521		0.4904879		0.3644368		0.4808297		0.451325		0.4698511
0.3329162		0.4904756		0.3642754		0.4808067		0.4514294		0.4699325
0.3325477		0.4904623		0.3637763		0.4807798		0.4515757		0.4699967
0.3320137		0.4904497		0.3630401		0.4807432		0.4513773		0.4700621
0.3316652		0.4904389		0.362602		0.4807028		0.4514355		0.4701077
0.3313121		0.4904277		0.3624681		0.4806597		0.4515144		0.4701498
0.3310604		0.4904169		0.3624995		0.4806128		0.4516069		0.4701615
0.3306998		0.4904046		0.3626561		0.4805612		0.4514173		0.4701665
0.3303887		0.4903925		0.3624407		0.4805131		0.4512363		0.470151
0.3299301		0.4903811		0.3620253		0.4804659		0.4509582		0.4701191
0.3296015		0.4903686		0.3620048		0.4804244		0.4511301		0.4700551
0.3295708		0.4903555		0.361683		0.4803884		0.4509694		0.4699689
0.329259		0.4903416		0.3617187		0.4803578		0.4508251		0.4698776
0.3289088		0.4903289		0.3617903		0.4803506		0.4506453		0.4697582
0.3286255		0.4903171		0.361659		0.4803484		0.4505769		0.4696303
0.3282535		0.490305		0.3610977		0.4803688		0.4505559		0.4694968
0.3279389		0.4902923		0.3610296		0.4804013		0.4504629		0.4693557
0.3276597		0.4902813		0.3608016		0.4804416		0.4502877		0.4691983
0.3273473		0.4902712		0.3601276		0.4805011		0.4502188		0.4690417
0.327009		0.4902608		0.3598211		0.4805671		0.4501998		0.4688925
0.3268059		0.490251		0.359562		0.4806398		0.4501121		0.4687498
0.3267667		0.4902407		0.3591328		0.4807153		0.4500477		0.468602
0.3265572		0.4902312		0.3582573		0.480792		0.4497878		0.468447
0.3263451		0.4902208		0.3579415		0.4808621		0.4498188		0.4682936
0.3261147		0.4902082		0.3575186		0.4809141		0.4498284		0.4681509
0.3259379		0.4901963		0.3575888		0.4809656		0.4498726		0.4680088
0.325629		0.4901829		0.3573732		0.480994		0.449861		0.4678673
0.3252704		0.4901677		0.3566799		0.4810048		0.449815		0.4677227
0.3250672		0.4901507		0.3562363		0.4810082		0.4497373		0.4675702
0.3248092		0.4901321		0.3559261		0.4809733		0.4495919		0.467438
0.3245964		0.490113		0.3553488		0.480919		0.4496765		0.4672959
0.3241508		0.4900926		0.3549541		0.4808573		0.4497085		0.467146
0.3237661		0.490071		0.3550844		0.4807655		0.4497843		0.4670167
0.3233965		0.4900509		0.3550332		0.4806623		0.449688		0.4668813
0.3229776		0.4900302		0.3549586		0.4805552		0.4496142		0.4667476
0.3227239		0.4900104		0.3550411		0.4804431		0.4494407		0.466619
0.3224347		0.4899899		0.3550084		0.4803304		0.4494148		0.4664953
0.322043		0.4899692		0.3547819		0.480222		0.4492914		0.4663886
0.3215672		0.4899488		0.3546344		0.4801155		0.4488891		0.4662739
0.3211257		0.4899294		0.3549245		0.4800198		0.4489363		0.4661683
0.3208186		0.4899097		0.3549682		0.4799441		0.4488743		0.4660679
0.3206511		0.4898906		0.3546473		0.4798796		0.4487911		0.4659579
0.3204065		0.4898703		0.354148		0.4798278		0.4486395		0.4658505
0.3202139		0.489851		0.3537431		0.4797887		0.4485431		0.4657508
0.3199773		0.4898333		0.3536679		0.4797586		0.4483243		0.4656659
0.3195792		0.4898149		0.3535471		0.4797409		0.4482053		0.4655873
0.3192285		0.4897961		0.3531657		0.4797328		0.4481274		0.4655249
0.3188404		0.4897785		0.3530446		0.4797254		0.4479651		0.4654643
0.3184412		0.4897622		0.3527022		0.4797338		0.4479289		0.4654066
0.3181767		0.489746		0.3526035		0.4797455		0.4479426		0.4653589
0.3180743		0.4897323		0.3519503		0.4797624		0.4478925		0.4653076
0.3179378		0.4897188		0.3517062		0.4797771		0.4478061		0.4652595
0.3176513		0.4897073		0.3515356		0.4797912		0.4478518		0.4652142
0.3172316		0.4896981		0.3513967		0.4798052		0.4479105		0.4651694
0.3168475		0.4896891		0.3512769		0.4798164		0.4478454		0.4651584
0.3166474		0.4896818		0.3513306		0.4798283		0.4478253		0.4651267
0.3165023		0.4896757		0.3510027		0.4798295		0.4477586		0.4650917
0.3162749		0.4896711		0.3508984		0.4798227		0.4475074		0.4650519
0.3160229		0.4896661		0.3504903		0.4798056		0.4473952		0.4650213
0.3160218		0.4896618		0.3500394		0.4797848		0.4472504		0.4649869
0.3159781		0.4896571		0.3500817		0.4797616		0.4471848		0.4649499
0.3156563		0.4896528		0.3500333		0.4797373		0.446995		0.4649037
0.3153753		0.4896477		0.3495604		0.4797089		0.4467964		0.4648475
0.3153505		0.489642		0.3493191		0.4796759		0.4467907		0.4647703
0.3150084		0.4896351		0.3492762		0.4796453		0.4468592		0.4646952
0.314865		0.4896271		0.348931		0.4796061		0.446796		0.4646081
0.3146473		0.4896179		0.3486958		0.4795695		0.4464519		0.4645042
0.3141883		0.4896068		0.348421		0.4795317		0.4464435		0.4643894
0.3139917		0.4895952		0.3481723		0.4794915		0.4462928		0.4642593
0.3138638		0.4895818		0.3484526		0.4794456		0.4463113		0.464124
0.3136624		0.4895673		0.3478244		0.4793811		0.4461631		0.463979
0.3132864		0.4895519		0.3478952		0.4793173		0.4461544		0.4638334
0.3131018		0.4895362		0.3473028		0.4792451		0.4460634		0.4636805
0.31271			0.4895198		0.3472877		0.4791682		0.4458796		0.4635349
0.3124621		0.4895032		0.3474725		0.4790962		0.4457432		0.4633784
0.3124312		0.4894856		0.3469095		0.4790142		0.4456887		0.4632334
0.3121845		0.4894695		0.3476128		0.4789354		0.4457437		0.4630947
0.31183			0.4894525		0.347157		0.4788506		0.4458186		0.4629426
0.3113457		0.4894359		0.3466461		0.4787746		0.4457221		0.4628215
0.3109528		0.4894187		0.3465716		0.4787116		0.4456638		0.4627018
0.3106653		0.4894013		0.3466366		0.4786524		0.4455687		0.4625969
0.3102532		0.4893831		0.3465304		0.4786079		0.4451073		0.4624914
0.3099617		0.4893627		0.345963		0.4785796		0.4452029		0.4624052
0.3097936		0.4893424		0.3455959		0.4785616		0.4451225		0.4623186
0.3093289		0.4893198		0.3452158		0.4785587		0.4450828		0.4622548
0.3089157		0.4892977		0.344876		0.4785646		0.4448448		0.462186
0.3086818		0.4892728		0.3446798		0.4785813		0.4448816		0.4621261
0.3083811		0.4892479		0.3445094		0.478603		0.444851		0.4620628
0.3079813		0.4892218		0.3452002		0.4786348		0.444824		0.4620068
0.3077556		0.4891956		0.3452378		0.4786635		0.4448423		0.4619493
0.3072792		0.489169		0.3452165		0.4786942		0.4446384		0.4618721
0.3067441		0.4891415		0.3452786		0.4787172		0.444475		0.461797
0.3063226		0.4891133		0.3451691		0.4787349		0.4442524		0.4617185
0.3057778		0.4890853		0.345258		0.4787448		0.4442213		0.4616284
0.3054018		0.4890567		0.344842		0.4787532		0.44409			0.4615331
0.305123		0.4890302		0.3451906		0.4787608		0.4440772		0.4614262
0.3046444		0.489003		0.3450104		0.4787674		0.4439644		0.4612919
0.3041758		0.4889744		0.3453186		0.4787765		0.4438861		0.4611586
0.3038866		0.4889475		0.3450325		0.4787825		0.4439585		0.4610104
0.3034615		0.4889216		0.3449406		0.4787825		0.4438701		0.4608687
0.3028959		0.4888952		0.3444832		0.4787881		0.4436588		0.4607119
0.3021764		0.4888687		0.3445017		0.4787947		0.4437778		0.460564
0.3016825		0.4888435		0.3443821		0.4788002		0.4437808		0.4604103
0.3012985		0.4888186		0.3438883		0.4788069		0.4434812		0.4602697
0.3009875		0.4887933		0.3435992		0.478802		0.4434001		0.4601387
0.3008919		0.48877			0.3435208		0.4787936		0.443581		0.4600128
0.3005266		0.4887465		0.3431995		0.478766		0.4434181		0.4598993
0.3000347		0.4887254		0.3430792		0.478736		0.4433579		0.4598083
0.2997388		0.4887044		0.3429146		0.4787032		0.4432787		0.4597303
0.2994845		0.4886853		0.3425465		0.4786576		0.4429237		0.4596574
0.2992627		0.488668		0.342259		0.478606		0.4426446		0.4595864
0.2990931		0.4886514		0.3423696		0.4785571		0.4425894		0.4595258
0.2988776		0.4886373		0.3424301		0.4785045		0.4424546		0.4594704
0.2987023		0.4886244		0.341979		0.4784595		0.4422361		0.4594179
0.298606		0.4886134		0.3411222		0.4784312		0.4419314		0.459371
0.298365		0.4886038		0.3410853		0.4784093		0.4418762		0.4593186
0.2982286		0.4885956		0.3410177		0.4783933		0.4417573		0.4592481
0.29789			0.4885885		0.3405287		0.478392		0.441694		0.4591804
0.2977267		0.4885838		0.3404395		0.4783996		0.4416678		0.4591005
0.2974685		0.4885778		0.3398499		0.4784084		0.4415062		0.4590253
0.2972038		0.4885728		0.3397644		0.4784175		0.4413582		0.4589373
0.2970445		0.4885681		0.3399235		0.4784224		0.4413246		0.4588536
0.2967399		0.4885626		0.339431		0.4784166		0.4411993		0.4587838
0.296521		0.4885565		0.3392544		0.4784114		0.4410235		0.4586985
0.2963208		0.4885495		0.3391602		0.478396		0.440806		0.4586139
0.2961993		0.4885414		0.338951		0.4783686		0.4408354		0.4585338
0.2960989		0.4885329		0.3391695		0.4783364		0.4405919		0.4584506
0.295822		0.4885223		0.3391324		0.4782929		0.4404543		0.4583748
0.2955063		0.4885106		0.3384903		0.4782452		0.4402574		0.4583072
0.2953836		0.4885			0.338503		0.4781947		0.4399993		0.4582359
0.2951926		0.4884883		0.3382951		0.4781356		0.4399418		0.4581752
0.294887		0.4884753		0.3377135		0.4780854		0.4398048		0.4581056
0.2946081		0.4884619		0.3378075		0.4780293		0.4396118		0.4580309
0.2943016		0.488448		0.3375525		0.4779748		0.4394641		0.4579562
0.2941694		0.4884344		0.3371217		0.4779196		0.4392599		0.4578789
0.2938822		0.4884195		0.3367484		0.4778648		0.4392677		0.4577769
0.293685		0.4884048		0.3362909		0.4778185		0.4391467		0.4576745
0.2935798		0.4883897		0.3359215		0.4777723		0.4390037		0.4575736
0.2934832		0.488376		0.3360148		0.477732		0.4390094		0.4574389
0.2932225		0.4883606		0.3359639		0.4776909		0.4389602		0.4572884
0.2928392		0.4883461		0.3359586		0.4776566		0.4389335		0.4571335
0.2923616		0.4883321		0.3354439		0.4776347		0.4387507		0.45698
0.2920647		0.4883167		0.3354747		0.4776233		0.4385876		0.4568366
0.2917791		0.4883026		0.3353724		0.4776231		0.4385607		0.4566835
0.2915153		0.4882869		0.3349656		0.4776304		0.4384835		0.456517
0.2912073		0.4882684		0.335208		0.4776416		0.4382909		0.456344
0.2908209		0.4882499		0.3352454		0.4776679		0.4383135		0.4561831
0.2905276		0.4882315		0.3351455		0.4777018		0.438214		0.4560212
0.2903512		0.4882111		0.3355249		0.4777433		0.4380465		0.4558534
0.2901084		0.4881896		0.3352004		0.4777899		0.4378358		0.455692
0.2896877		0.4881659		0.3353769		0.4778323		0.4378546		0.4555187
0.2894706		0.4881423		0.335127		0.477872		0.4377699		0.4553578
0.2892058		0.4881178		0.334951		0.4779082		0.4375841		0.455188
0.2889736		0.4880919		0.3347657		0.4779403		0.4373649		0.4550315
0.2887836		0.4880661		0.3346284		0.4779654		0.4372203		0.4548866
0.2886726		0.488039		0.3344549		0.4779771		0.4370705		0.4547506
0.2884263		0.4880128		0.3349384		0.4779762		0.4370749		0.4546219
0.2881585		0.4879896		0.3343435		0.4779553		0.4369394		0.4544926
0.2878573		0.4879678		0.3346598		0.4779234		0.4367954		0.4543677
0.2876291		0.4879463		0.3342256		0.4778875		0.4367112		0.4542492
0.2873657		0.4879279		0.334144		0.4778408		0.4364236		0.4541175
0.2872776		0.4879118		0.3348452		0.4777802		0.4363773		0.4539873
0.2869327		0.4878978		0.3343732		0.4777077		0.4362866		0.4538586
0.286663		0.4878847		0.3343636		0.4776407		0.4362426		0.453725
0.2865351		0.4878734		0.3341168		0.4775641		0.4361285		0.4536097
0.2862203		0.4878631		0.3335431		0.4775015		0.4360941		0.4534977
0.2859694		0.4878538		0.3334757		0.4774471		0.4362294		0.4533984
0.2856549		0.4878433		0.333481		0.4773882		0.4361439		0.4533036
0.2852839		0.4878329		0.332986		0.4773426		0.4360818		0.4532242
0.2849817		0.4878226		0.3320187		0.4773038		0.4361494		0.4531692
0.2845319		0.487811		0.3318482		0.4772746		0.4358039		0.453132
0.2842532		0.4877978		0.3314592		0.4772579		0.4358313		0.4531177
0.2841877		0.4877844		0.3313323		0.4772501		0.4355499		0.453114
0.2839317		0.4877708		0.330954		0.4772526		0.4356532		0.4531372
0.2835483		0.4877559		0.3309698		0.4772508		0.4353624		0.4531559
0.2832405		0.4877395		0.330813		0.4772536		0.4352097		0.4531691
0.2829626		0.4877231		0.3306173		0.4772559		0.4350752		0.453179
0.282468		0.4877044		0.3295552		0.4772473		0.4350931		0.453174
0.2819857		0.4876854		0.3291357		0.4772402		0.4349346		0.4531764
0.2815634		0.4876647		0.3287644		0.4772183		0.434986		0.4531727
0.2812085		0.4876427		0.3288673		0.4771885		0.435116		0.4531415
0.2808781		0.4876198		0.3284181		0.4771521		0.4349151		0.4531089
0.2805272		0.4875954		0.3280335		0.4771073		0.4345443		0.453048
0.2801671		0.4875715		0.3273212		0.4770504		0.4343751		0.4529767
0.2797785		0.4875477		0.3272072		0.4769891		0.4343317		0.4529029
0.2794055		0.4875243		0.3273142		0.4769249		0.4342122		0.4528102
0.2790931		0.4875008		0.3271154		0.4768573		0.4342987		0.4526928
0.278858		0.4874781		0.3264391		0.4767928		0.4341477		0.4525499
0.2786023		0.4874573		0.325875		0.4767277		0.4339433		0.4524065
0.278175		0.4874382		0.3253085		0.4766684		0.4338913		0.452239
0.2778675		0.4874202		0.3247526		0.4766128		0.4338366		0.4520665
0.2776299		0.4874031		0.3249026		0.4765638		0.4337984		0.4518803
0.2773035		0.4873868		0.3251651		0.4765289		0.4338379		0.4516806
0.276953		0.487372		0.3248334		0.4765049		0.4338706		0.4514461
0.2767713		0.4873583		0.3248203		0.4764861		0.4336421		0.4512309
0.2765627		0.4873426		0.324371		0.4764743		0.4338103		0.4510116
0.2763577		0.4873283		0.3241793		0.4764701		0.4336893		0.4507861
0.2760446		0.4873133		0.3239245		0.4764764		0.4334624		0.4505581
0.2756776		0.487297		0.3235071		0.4764841		0.4332365		0.4503387
0.2754244		0.4872795		0.3238964		0.4765006		0.4328904		0.4501158
0.2749976		0.4872606		0.3237246		0.4765196		0.4329538		0.4498991
0.2746957		0.4872405		0.3236647		0.4765272		0.4330169		0.4496955
0.2744982		0.4872192		0.3231682		0.4765436		0.4327894		0.4495177
0.2743981		0.4871985		0.3227653		0.4765593		0.4326313		0.4493373
0.2743264		0.4871758		0.3226546		0.4765614		0.4326103		0.4491714
0.2740565		0.4871519		0.3223456		0.4765589		0.432454		0.4490284
0.27379			0.4871295		0.3224136		0.4765517		0.4323386		0.4488932
0.2737235		0.4871072		0.3224078		0.4765357		0.4323232		0.4487841
0.2735647		0.4870856		0.3223049		0.4765213		0.4320817		0.4486656
0.273256		0.4870656		0.3224628		0.4765028		0.4319462		0.4485706
0.2729776		0.4870473		0.3217372		0.4764726		0.4317012		0.4484931
0.2726968		0.4870303		0.3217165		0.4764283		0.4315835		0.4484309
0.2723959		0.4870144		0.3214542		0.4763828		0.431455		0.4483815
0.2722665		0.4870012		0.3213092		0.4763352		0.4314068		0.4483373
0.272128		0.4869896		0.3213015		0.4762879		0.4313806		0.4482843
0.2718103		0.486978		0.3211998		0.476241		0.4314899		0.4482475
0.2714461		0.4869684		0.3212605		0.4761894		0.4315304		0.4482029
0.2710102		0.4869599		0.321247		0.4761426		0.4313274		0.4481709
0.2708659		0.4869522		0.3208077		0.4760952		0.431185		0.4481573
0.270632		0.4869436		0.3208872		0.4760545		0.4310471		0.4481365
0.2702538		0.4869356		0.3208531		0.4760237		0.4310597		0.4481097
0.2698111		0.4869264		0.3206688		0.4759892		0.4311302		0.4480608
0.2694675		0.4869172		0.3203509		0.4759581		0.4310951		0.4480089
0.269089		0.4869062		0.3204833		0.4759287		0.4310679		0.4479374
0.2686541		0.486895		0.3206431		0.4759012		0.4308241		0.4478485
0.268301		0.4868836		0.3203805		0.4758719		0.4308069		0.4477079
0.2680809		0.4868706		0.320673		0.4758335		0.4306618		0.4475419
0.2678572		0.4868588		0.3202633		0.4758008		0.4305345		0.4473505
0.2677267		0.4868468		0.3201141		0.4757558		0.4302566		0.4471411
0.267317		0.4868352		0.3198037		0.4757104		0.4302252		0.4469124
0.2669681		0.4868233		0.3193026		0.4756669		0.4299609		0.4466529
0.2666036		0.4868125		0.3190152		0.4756194		0.4298919		0.4463869
0.2662313		0.4868028		0.3187643		0.47558			0.4299023		0.4461143
0.2656962		0.4867933		0.3180331		0.4755553		0.4298285		0.44583
0.2654286		0.4867847		0.3178422		0.4755358		0.4296399		0.4455596
0.2652519		0.4867763		0.3172997		0.4755251		0.4297284		0.4452796
0.2649503		0.4867674		0.3173029		0.4755391		0.4297201		0.4450292
0.2645732		0.486759		0.3172528		0.4755691		0.4294925		0.4447774
0.2640956		0.4867497		0.3171602		0.4756107		0.4294364		0.4445486
0.2635351		0.4867388		0.3170753		0.4756744		0.4293255		0.4443056
0.2630987		0.4867254		0.3171438		0.475751		0.4291026		0.4440912
0.2626927		0.4867104		0.3168716		0.4758342		0.4288937		0.4439059
0.2624029		0.486693		0.3166801		0.4759219		0.4286129		0.4437408
0.2621189		0.4866715		0.3165496		0.4760107		0.4287472		0.4435588
0.2621698		0.4866491		0.3163028		0.4760865		0.4287054		0.443396
0.2620923		0.4866231		0.3160268		0.4761481		0.42851			0.4432604
0.2618814		0.4865934		0.3158371		0.4762045		0.4284649		0.4431496
0.2617525		0.4865625		0.3158084		0.4762366		0.4280527		0.443067
0.2616511		0.4865286		0.3154986		0.4762416		0.4277701		0.4430021
0.2614654		0.4864926		0.3153634		0.4762317		0.4277221		0.4429525
